epoch,train_mse,val_nmse,val_mean_l0,n_dead_epoch,n_resampled
0,0.7798191424001727,0.20540189743041992,64.0,1,0
1,0.1592997845850493,0.11350390315055847,64.0,0,0
2,0.09779666338050574,0.07590005546808243,64.0,0,0
3,0.06899420779786612,0.05636646971106529,64.0,0,0
4,0.052943721478968336,0.044897135347127914,64.0,0,0
5,0.04293822941550037,0.036960065364837646,64.0,0,0
6,0.03574465130243385,0.031190484762191772,64.0,0,0
7,0.030341448425723797,0.02683197893202305,64.0,0,0
8,0.026163691622123383,0.023311316967010498,64.0,0,0
9,0.02284785971176206,0.020428763702511787,64.0,0,0
10,0.020073827029320233,0.018055081367492676,64.0,0,0
11,0.017713253468013647,0.015973784029483795,64.0,0,0
12,0.01570968717140587,0.014169581234455109,64.0,0,0
13,0.013918417751004821,0.012645475566387177,64.0,0,0
14,0.012346162052269568,0.011184529401361942,64.0,0,0
15,0.01100450415948504,0.010012432932853699,64.0,0,0
16,0.009838042176214227,0.00895718950778246,64.0,0,0
17,0.008818121316532293,0.008033360354602337,64.0,0,0
18,0.007934852519579101,0.0072600157000124454,64.0,0,0
19,0.007151533228655656,0.006585753057152033,64.0,0,0
20,0.006478852649595131,0.005980271380394697,64.0,0,0
21,0.0058974194128000946,0.005449076648801565,64.0,0,0
22,0.005371720211482362,0.004983085673302412,64.0,0,0
23,0.00493796881320968,0.004616626538336277,64.0,0,0
24,0.004551914585917665,0.004246406722813845,64.0,0,0
25,0.004203063378666053,0.003946704789996147,64.0,1,0
26,0.003900390710648999,0.0036822985857725143,64.0,1,0
27,0.0036464487488397906,0.0034426653292030096,64.0,1,0
28,0.0034183931103989222,0.0032337019219994545,64.0,1,0
29,0.0032241121424656165,0.003081431845203042,64.0,1,0
30,0.003044025874451587,0.015931688249111176,64.0,1,1
31,0.004007416528143119,0.002808959921821952,64.0,0,0
32,0.0027577481600210853,0.0026386405806988478,64.0,0,0
33,0.0026136285527364202,0.002509170910343528,64.0,0,0
34,0.002490146833128835,0.0024069491773843765,64.0,0,0
35,0.0023796724180053723,0.002312348922714591,64.0,0,0
36,0.0022849208969426783,0.002228136407211423,64.0,0,0
37,0.002186583681849011,0.002122033853083849,64.0,0,0
38,0.0020966918224044014,0.002057380275800824,64.0,0,0
39,0.00202000681555977,0.001971055753529072,64.0,0,0
40,0.0019428816730189219,0.0018908780766651034,64.0,0,0
41,0.0018695640059089975,0.0018350080354139209,64.0,0,0
42,0.0018067306904285623,0.0017701673787087202,64.0,0,0
43,0.0017370820727624129,0.001703024609014392,64.0,0,0
44,0.001672101564492965,0.0016448183450847864,64.0,0,0
45,0.0016205118389048597,0.001596531830728054,64.0,0,0
46,0.001578872688441423,0.0015401473501697183,64.0,0,0
47,0.001511561310555982,0.0015013195807114244,64.0,1,0
48,0.0014641844185494016,0.0014486104482784867,64.0,1,0
49,0.0014172402116584412,0.001408071955665946,64.0,0,0
