representation,target,task,metric,seed,trained,random_label,descriptor,descriptor_noleak,baseline_leaky,gap_vs_descriptor,gap_vs_descriptor_noleak,chance,prevalence,rdkit_version
reconstruction,drug_likeness,regression,R2,4,0.5711311812835749,-0.007241054477931552,0.597051317950369,0.597051317950369,False,-0.025920136666794158,-0.025920136666794158,0.0,,2023.09.5
raw,complexity_ringproxy,regression,R2,4,0.9511274990200762,-0.009025248472207759,0.9988334801263826,0.9079357617580158,True,-0.047705981106306417,0.04319173726206038,0.0,,2023.09.5
latent,complexity_ringproxy,regression,R2,4,0.9385569652212701,-0.036429410070282886,0.9988334801263826,0.9079357617580158,True,-0.060276514905112544,0.030621203463254254,0.0,,2023.09.5
reconstruction,complexity_ringproxy,regression,R2,4,0.9360768073826387,-0.012216798861538702,0.9988334801263826,0.9079357617580158,True,-0.06275667274374397,0.02814104562462283,0.0,,2023.09.5
raw,lipophilicity,regression,R2,4,0.8787905179772575,0.00021839844085291826,0.958219087206656,0.958219087206656,False,-0.07942856922939856,-0.07942856922939856,0.0,,2023.09.5
latent,lipophilicity,regression,R2,4,0.8304114470336306,-0.056997142709867,0.958219087206656,0.958219087206656,False,-0.12780764017302548,-0.12780764017302548,0.0,,2023.09.5
reconstruction,lipophilicity,regression,R2,4,0.8172425912140868,-0.009744962434250715,0.958219087206656,0.958219087206656,False,-0.14097649599256923,-0.14097649599256923,0.0,,2023.09.5
raw,size,regression,R2,4,0.9975564068864079,-0.005011480244102806,0.9818751232082341,0.9818751232082341,False,0.015681283678173785,0.015681283678173785,0.0,,2023.09.5
latent,size,regression,R2,4,0.9891956488425959,-0.0477906472187426,0.9818751232082341,0.9818751232082341,False,0.0073205256343618075,0.0073205256343618075,0.0,,2023.09.5
reconstruction,size,regression,R2,4,0.9849809978239232,-0.004442207273416265,0.9818751232082341,0.9818751232082341,False,0.0031058746156891193,0.0031058746156891193,0.0,,2023.09.5
raw,polarity,regression,R2,4,0.9930516602519889,-0.004366736177730868,0.9848273518206546,0.9848273518206546,False,0.00822430843133426,0.00822430843133426,0.0,,2023.09.5
latent,polarity,regression,R2,4,0.9733832258375928,-0.045002852755716916,0.9848273518206546,0.9848273518206546,False,-0.01144412598306177,-0.01144412598306177,0.0,,2023.09.5
reconstruction,polarity,regression,R2,4,0.9682798716701052,-0.006373868887050271,0.9848273518206546,0.9848273518206546,False,-0.01654748015054941,-0.01654748015054941,0.0,,2023.09.5
raw,flexibility,regression,R2,4,0.6934600614718954,-0.005962304733743817,0.9999999833237688,0.8974752467369717,True,-0.3065399218518734,-0.20401518526507623,0.0,,2023.09.5
latent,flexibility,regression,R2,4,0.6099895423442196,-0.03968877660756176,0.9999999833237688,0.8974752467369717,True,-0.3900104409795492,-0.287485704392752,0.0,,2023.09.5
reconstruction,flexibility,regression,R2,4,0.5742189909914297,-0.010620739038833316,0.9999999833237688,0.8974752467369717,True,-0.4257809923323391,-0.32325625574554195,0.0,,2023.09.5
raw,molecular_weight,regression,R2,4,0.99755552376982,-0.003448189931552381,0.9818751063206292,0.9818751063206292,False,0.015680417449190798,0.015680417449190798,0.0,,2023.09.5
latent,molecular_weight,regression,R2,4,0.9891974421792578,-0.04996117391878152,0.9818751063206292,0.9818751063206292,False,0.007322335858628515,0.007322335858628515,0.0,,2023.09.5
reconstruction,molecular_weight,regression,R2,4,0.984981247643927,-0.005794558425690655,0.9818751063206292,0.9818751063206292,False,0.003106141323297784,0.003106141323297784,0.0,,2023.09.5
