epoch,train_mse,val_nmse,val_mean_l0,n_dead_epoch,n_resampled
0,0.8662864874329483,0.21634911000728607,64.0,0,0
1,0.16092808819130847,0.11633525043725967,64.0,0,0
2,0.09834988925017808,0.07918088883161545,64.0,0,0
3,0.07092184298916866,0.06018439680337906,64.0,0,0
4,0.05543520830963787,0.048328153789043427,64.0,0,0
5,0.045143419125101024,0.04005105793476105,64.0,0,0
6,0.03780167281889079,0.03391754999756813,64.0,0,0
7,0.03230875194595571,0.02932647429406643,64.0,0,0
8,0.028021205282002165,0.025608869269490242,64.0,0,0
9,0.02449104627757742,0.022504016757011414,64.0,0,0
10,0.02159822395626913,0.019877048209309578,64.0,0,0
11,0.01909921756177618,0.017692498862743378,64.0,0,0
12,0.01693521088740805,0.015715984627604485,64.0,0,0
13,0.015052280715552339,0.014104231260716915,64.0,0,0
14,0.013462528145234836,0.012585208751261234,64.0,0,0
15,0.012051357920363284,0.011274546384811401,64.0,0,0
16,0.010847807404372776,0.010167943313717842,64.0,0,0
17,0.009766358539069953,0.00915899034589529,64.0,0,0
18,0.00882689120542062,0.008303521201014519,64.0,0,0
19,0.007974012477094667,0.007534128148108721,64.0,0,0
20,0.007252140403643512,0.0068670217879116535,64.0,0,0
21,0.0065981893751182056,0.006278324406594038,64.0,0,0
22,0.006018977963545343,0.005766840185970068,64.0,0,0
23,0.005521218218889676,0.0053023467771708965,64.0,0,0
24,0.005082381913732541,0.0048850663006305695,64.0,0,0
25,0.004685201183811091,0.004551016725599766,64.0,0,0
26,0.004348221941638673,0.004210777580738068,64.0,0,0
27,0.004021115339638894,0.003927415702491999,64.0,0,0
28,0.003737323227126086,0.0036791283637285233,64.0,0,0
29,0.0035018688312878736,0.003445148468017578,64.0,0,0
30,0.003288587477679054,0.0032698765862733126,64.0,0,0
31,0.0031082601278301395,0.0030921422876417637,64.0,0,0
32,0.002931997257595261,0.0029297720175236464,64.0,0,0
33,0.0027780176034164533,0.002781717339530587,64.0,0,0
34,0.002642934280039187,0.002658489625900984,64.0,0,0
35,0.002522602256616218,0.0025350190699100494,64.00031280517578,0,0
36,0.0024001090011248984,0.0024243840016424656,64.0,0,0
37,0.002295367936440335,0.0023280882742255926,64.0,0,0
38,0.002210532625516256,0.0022492327261716127,64.0,0,0
39,0.0021133428161735075,0.0021496908739209175,64.0,0,0
40,0.002019234261018012,0.00205676699988544,64.0,0,0
41,0.001937003465156937,0.001999492757022381,64.0,0,0
42,0.0018662709330224939,0.0019347963389009237,64.0,0,0
43,0.0017973119760618399,0.001854793750680983,64.0,0,0
44,0.0017398454171294968,0.0017887166468426585,64.0,0,0
45,0.0016707432284755143,0.0017292536795139313,64.0,0,0
46,0.0016157593753744375,0.0016922946088016033,64.0,0,0
47,0.0015673507168366197,0.0016296376707032323,64.0,0,0
48,0.0015190429046031152,0.0015826671151444316,64.0,0,0
49,0.0014736402224291836,0.001530682435259223,64.0,0,0
