feature,n_properties,properties,semanticity,activation_frequency,top_enriched_substructures,n_enriched,w_drug_likeness,w_complexity_ringproxy,w_lipophilicity,w_size,w_polarity,w_flexibility,w_molecular_weight,w_halogen,w_aromaticity,w_urea,w_boron
46,1,urea,monosemantic,0.08042677980907219,benzene(-57pts)|amide(-57pts)|aromatic_N(-43pts),3,-0.002955548232421279,-0.0009297646465711296,-0.031050454825162888,0.0037423172034323215,-0.0016103979432955384,0.0112412478774786,1.871641755104065,0.2988155092519468,0.18825711590585162,-0.934433885138121,0.05349314935363679
59,1,drug_likeness,monosemantic,0.32002246209521434,benzene(-70pts)|amide(-43pts)|halogen_F(-40pts),4,0.07964272052049637,-0.012678125873208046,0.06418989598751068,0.00293602398596704,-0.0009380316478200257,-0.04149308800697327,1.4228038787841797,-0.33624558277395744,-0.38546303458112974,-0.2638374268472887,0.005559289380871424
77,1,aromaticity,monosemantic,0.25375928121295316,halogen_Cl(-33pts),1,-0.017757898196578026,0.01131649874150753,0.07441283762454987,-0.0053791468963027,9.803911962080747e-05,-0.010574470274150372,-2.6909563541412354,-0.6047903230211219,2.9243589219819413,0.4395051382284046,-0.004712332459839304
147,1,boron,monosemantic,0.00786173332501404,amide(-57pts),1,6.6071834226022474e-06,-0.00012829946354031563,-0.00744119007140398,-0.00028452681726776063,-0.0001618677342776209,0.0011044639395549893,-0.1422804296016693,-0.24242579707390774,-0.0868712077475467,0.061822167951275285,0.15892410096581866
151,1,boron,monosemantic,0.022836463467897923,ester(+60pts)|ether(+53pts),2,-0.008969523012638092,-0.0006836766260676086,-0.16143512725830078,0.0023002817761152983,0.0015638649929314852,0.012005454860627651,1.1501023769378662,0.5006651810922096,0.017269915383647673,-0.6667468920064173,0.29779447225461625
155,1,urea,monosemantic,0.264709552629937,halogen_Cl(+63pts),1,0.007860502228140831,-0.0032221111468970776,-0.013780022971332073,0.007951876148581505,-0.0038246535696089268,-0.00837341882288456,3.976337432861328,0.8150548661161976,0.16107472169395845,-2.093722661608677,-0.04510607288378717
168,1,urea,monosemantic,0.39714232233106633,aromatic_N(+50pts)|ester(+40pts),2,0.027760421857237816,-0.011858014389872551,0.09440906345844269,-0.0064517902210354805,0.028198853135108948,-0.011347650550305843,-3.22503924369812,-1.2531562865023411,0.426940747295906,-1.0829425600918259,-0.024834637857547047
189,1,halogen,monosemantic,0.34201659699257503,benzene(-43pts)|amide(-40pts),2,-0.0038519389927387238,0.003909485414624214,0.25795978307724,0.0023704806808382273,0.014004483819007874,0.05004807561635971,1.1842405796051025,1.9421845823270147,0.3051256379505352,-0.7541103539651697,0.009836532368392246
213,1,complexity_ringproxy,monosemantic,0.20936544581019528,halogen_Br(+73pts),1,-0.03308725357055664,0.01800783909857273,0.3074570596218109,0.010130076669156551,-0.00367983290925622,0.02752038463950157,5.06638240814209,0.6900645858743912,0.735037628470337,-0.6323708255570984,0.052589378225624706
251,1,complexity_ringproxy,monosemantic,0.46312472702314844,aromatic_N(+40pts),1,0.04136543720960617,-0.02458767406642437,-0.2993788421154022,-0.015375984832644463,0.03196068853139877,0.008395979180932045,-7.6912689208984375,-1.1675201445993486,0.40119322015598147,0.7505057734205045,-0.036694543490611256
260,1,drug_likeness,monosemantic,0.10725650464840582,aromatic_N(-67pts)|amide(-57pts),2,-0.06643372774124146,-0.009236885234713554,-0.07823934406042099,0.011629793792963028,0.003823640989139676,0.030326295644044876,5.81981086730957,0.057041705375404886,-0.028266574432871904,0.03195719823122587,-0.000625538813391113
1004,1,aromaticity,monosemantic,0.22031571722717913,halogen_Cl(+70pts)|benzene(-70pts)|amide(-43pts),4,-0.02589447796344757,0.009044526144862175,-0.11634298413991928,-0.010609903372824192,0.001368063734844327,0.02210180088877678,-5.304111957550049,-0.10088318436475681,-1.0342581243029916,0.22938658011594013,-0.007383538152805569
381,1,boron,monosemantic,0.5813003057340738,alkyne(+47pts),1,0.0025539027992635965,0.0029843244701623917,0.029346788302063942,0.0005413454491645098,-0.00036768248537555337,0.010528485290706158,0.2704874873161316,-0.7095361976041137,0.08061146147810996,0.14660628101016066,0.28253103669323404
391,1,drug_likeness,monosemantic,0.19186372995569975,aromatic_N(-63pts)|amide(-37pts)|halogen_F(-33pts),4,-0.08341258019208908,-0.0052771978080272675,0.04051431268453598,0.005048702005296946,0.007174378726631403,-0.020914364606142044,2.502307176589966,-0.36980290173352887,-0.32131422586344466,-0.07473236157565427,0.025203780408244773
406,1,drug_likeness,monosemantic,0.03528420789917015,benzene(-63pts)|amide(-53pts)|aromatic_N(-43pts),3,-0.08167429268360138,-0.008164786733686924,-0.19984158873558044,-0.004437078721821308,0.0031490798573940992,0.03235553577542305,-2.2216973304748535,-0.12784882296561548,-0.12879134497709113,-0.027948145810414122,0.0439540790101385
410,1,polarity,monosemantic,0.04561053222686716,amide(-50pts)|benzene(-47pts)|aromatic_N(-43pts),3,0.03625715151429176,0.002099522389471531,-0.03301668539643288,0.005453723482787609,-0.037531785666942596,0.040247924625873566,2.7023301124572754,0.09860795425464237,-0.008790598991605005,-0.05766367403151061,0.022395905133716452
425,1,drug_likeness,monosemantic,0.0902227491108754,benzene(-73pts)|amide(-67pts)|aromatic_N(-67pts),3,-0.12789760529994965,0.001353399595245719,0.2976211607456207,-0.002613816410303116,-0.009141657501459122,-0.04221218824386597,-1.322877287864685,-0.2467208493008251,-0.31934047312510605,-0.13269516692763847,0.036743538750891945
448,1,halogen,monosemantic,0.21984775691021402,halogen_Cl(+97pts),1,-0.01838844083249569,0.0007591173052787781,0.026877369731664658,0.0017961999401450157,0.001638792222365737,0.018161069601774216,0.8979271054267883,1.6904958677814002,0.32679831888962874,-0.5018404143753586,0.0028310186122164583
483,1,halogen,monosemantic,0.26439757908529354,halogen_F(+83pts),1,0.007687177509069443,-0.001407127478159964,0.04491889476776123,-0.0006531074177473783,-0.0028338234405964613,0.000910482369363308,-0.32652702927589417,3.152042271932389,0.24841768273986314,-0.7430783555237788,-0.044929298620086634
489,1,boron,monosemantic,0.021307793099145194,boron(+40pts)|boronic_acid_or_ester(+40pts),2,0.001318041468039155,-0.00011022012040484697,-0.0038072485476732254,-1.8951626771013252e-05,5.662674811901525e-05,-0.0012184570077806711,-0.009499171748757362,0.036538670845191155,0.10044502787481795,0.012397260548091076,0.34184044242842826
496,1,boron,monosemantic,0.025706620078617334,,0,-0.0004316502599976957,4.515922046266496e-05,0.0007676287204958498,-0.0021103201434016228,0.001223882776685059,-0.0018672940786927938,-1.0553386211395264,-0.4296900925594411,0.21676794865510454,-0.41237517282279584,-0.4170933555971058
503,1,drug_likeness,monosemantic,0.1327135458913084,amide(-67pts)|aromatic_N(-57pts),2,0.07544304430484772,0.005729770287871361,-0.2654222846031189,0.014230919070541859,0.015973994508385658,-0.04213624820113182,7.11582088470459,0.2874523971728043,0.24358799273280546,-0.3772454639397513,-0.041584262256238576
541,1,boron,monosemantic,0.056654395707244024,amide(-60pts)|benzene(-43pts),2,0.0065993270836770535,-0.0024613128043711185,-0.023974381387233734,-0.004069761838763952,-0.001082210335880518,0.006275604013353586,-2.038032293319702,-0.44723523318341024,0.06013182187936046,-0.8985768815182247,0.17763281593818023
547,1,boron,monosemantic,0.0017470518500031197,boron(+43pts)|boronic_acid_or_ester(+40pts),2,0.00015332101611420512,-0.0001305993355344981,-0.0066147176548838615,-8.898381929611787e-05,-0.00048736963071860373,-0.001134280813857913,-0.04445372894406319,-0.20746208764925161,-0.05347232123463245,-0.018549849662512365,0.15870752296503102
637,1,boron,monosemantic,0.11237287078055781,benzene(-67pts)|aromatic_N(+40pts)|ether(-40pts),3,-0.011061039753258228,6.359331018757075e-05,-0.03164995461702347,0.000588719267398119,-0.0023464506957679987,0.0004541960952337831,0.2937641143798828,-0.17566119012064757,-0.1255471033340648,-0.5337899826711576,0.23591992331599165
719,1,halogen,monosemantic,0.39430336307481123,ester(+57pts)|ether(+53pts)|benzene(+43pts),3,-0.0005738076870329678,-0.010894754901528358,0.29466816782951355,0.006317772902548313,0.005139682907611132,0.04728825390338898,3.165778636932373,-3.058393970159768,-0.4293820183017905,-0.6602835348624028,0.08858824972484389
721,1,boron,monosemantic,0.012104573532164473,benzene(-70pts)|amide(-70pts),2,0.008712018840014935,-0.0005856030620634556,-0.006363177206367254,-0.0001707565097603947,-0.00022571599401999265,-0.000922112085390836,-0.08494047820568085,-0.1960165699423994,-0.4228611567392794,0.2096397538655823,0.17738869878783614
321,1,aromaticity,monosemantic,0.1592000998315343,amide(-73pts)|benzene(-60pts)|aromatic_N(-57pts),5,-0.007318461779505014,-0.004281557630747557,0.0889526829123497,-0.000534642837010324,-0.010467184707522392,-0.029261166229844093,-0.2641342282295227,-0.2783804104474212,-0.8099450313064667,0.5692823198506781,-0.11502934561898721
