,alcohol,phenol,carboxylic_acid,ester,ether,ketone,aldehyde,amine_primary,amine_secondary,amine_tertiary,amide,nitro,nitrile,halogen_F,halogen_Cl,halogen_Br,halogen_I,sulfone,sulfoxide,thiol,phosphate,benzene,pyridine,pyrrole,furan,thiophene,imidazole,indole,quinoline,naphthalene,cyclohexane,cyclopentane,cyclopropane,double_bond,triple_bond,aromatic_N,aromatic_O,aromatic_S,quaternary_carbon,terminal_alkyne,allyl,vinyl,phenyl,methyl,methylene,methine,hbond_donor,hbond_acceptor,positive_ionizable,negative_ionizable,aromatic_ring
benzene,0.00447794107386086,0.10382874668409924,0.020311074021126137,-0.061529304765728564,0.043627898171369986,0.06567917315170463,0.049065806709709434,2.539117106183501e-05,-0.014931926780848558,-0.06857803155770634,0.03110236027515717,0.10969033989020159,0.07951127154813727,0.06980348153958353,0.12968113421696942,0.11678604654954214,0.01756478653582068,0.04886709173546384,-0.013400618589356263,0.002694082622221669,,1.0,-0.2547243794221543,0.008403019938814036,-0.01718078642798526,-0.06268073588615546,-0.012595568951823418,0.06590264567730639,0.09692752083742458,0.12705010259333843,-0.1557417511055854,-0.0841754713104813,-0.12818138321080758,-0.05808162665310798,-0.07724009426285623,-0.22464152365059628,0.0199991576168307,-0.059066446503506516,-0.18830966876261787,-0.07241631412676743,-0.06670439020167888,-0.059918859919792414,1.0,-0.009421274241321123,-0.31023763764637935,-0.2436387190843927,-0.001472399265194108,0.027507932393577305,0.10240385659372409,0.09339458823330933,0.5623363623607226
pyridine,-0.01592440383611658,0.05928059388803214,-0.011869024603790192,-0.041603797062814384,-0.037218420269836114,-0.002746688116890321,-0.010413009371575835,-0.002304828435193744,0.006460550902671406,-0.02656521793862067,-0.09771329729137616,-0.05166244945378167,0.07296817907370662,0.025405448340750293,0.020672835721303344,0.09900765061394548,0.03384472385384388,-0.03424974727180146,0.009028469093883851,-0.0035501803825997605,,-0.2547243794221543,0.9999999999999998,-0.014569227118628592,-0.02986390316761068,-0.04500675721345897,-0.014314455454341651,-0.023612427629526877,0.17197569689850659,-0.017387825895376182,-0.09218497684619179,-0.040016693100435534,-0.0401747680433843,-0.020674286215995086,-0.0179201392573164,0.1703268965124616,-0.04607623877799502,-0.06149967414588102,-0.09592697044254009,-0.015540381873735054,0.00172620285056986,-0.01585653747723593,-0.2547243794221543,-0.11078282797215643,-0.20793492927408302,-0.2030922759583857,-0.014237153996868536,-0.10106435616366424,-0.0498670782315259,-0.04384631443158892,0.2653337365397717
pyrrole,-0.03581508254267851,-0.002343092932666751,-0.01730512479042363,0.003928171152929828,-0.00793412203538613,-0.006124995934813098,0.03687170034997034,-0.00777272091063947,0.012804531034110608,-0.03248257786842626,-0.0142856710820927,-0.009747719847351795,-0.0023701682000778533,-0.018753201947640828,-0.01347538548897456,-0.016242567336494904,-0.0006033648421195698,-0.01431457861737288,-0.0027307354094157563,-0.002117313137936274,,0.008403019938814036,-0.014569227118628592,0.9999999999999999,-0.006780710055142796,0.011844831184259634,-0.00421802064676966,0.6457527967385981,-0.008822634420204131,1.0617713682159452e-05,-0.01604395112409627,-0.014900172013285215,-0.015617854949361246,-0.007332564264597157,-0.011179033331509412,0.04392705299762084,0.011021837021257579,-0.003328570982241735,-0.02393734633731471,-0.010261956358146003,-0.005265934862644171,-0.004999476072092974,0.008403019938814036,-0.003128377289087611,-0.053361269470656586,-0.05365901243327949,-0.02121538881629093,-0.022151590195573695,-0.010647484973728407,-0.010362067634006492,0.07323286832474499
furan,-0.02283437038546471,-0.017886888289701502,-0.01867271837876647,-0.011221492085398552,-0.01693290660749578,0.004080257953068771,-0.0005380684199460461,0.006295980312459476,0.019595471590846923,-0.016528408510554874,0.028064916033481973,0.011165645623800876,-0.013861832770520437,-0.031841487666607965,-0.012759153329379009,-0.0024671478939940366,-0.006990690780480333,-0.0019478939331299776,-0.0023247131467698683,-0.007700546150525483,,-0.01718078642798526,-0.029863903167610676,-0.006780710055142796,0.9999999999999999,-0.012043826289765297,-0.00880567589808238,-0.006454853587547107,-0.009807165294869904,-0.004664128009694912,-0.0066507644973930555,-0.00856303429415166,-0.013509120250349246,5.4993050669604526e-05,-0.002545616965284521,-0.0024989314765888333,0.32721582825918893,-0.010870827743917354,-0.008259001495566479,-0.006419141867291713,-0.008026407362311031,0.002456144380996919,-0.01718078642798526,-0.012835529683591402,-0.033172193824619306,-0.02808490540566818,-0.0004917411536519133,-0.020281253411131028,0.00955704015683813,0.008385418187226493,0.062383227359901615
thiophene,-0.016039274891613893,-0.019867328148525158,0.013763671152393653,0.036115753398044924,-0.05089659724042421,0.014812675620554874,-0.005339164366196882,-0.027312435622797192,-0.023795561974279046,-0.03201158817617033,0.007467270997525206,-0.023661160275312815,-0.013254230262711397,-0.02033185522515916,0.03282415061335435,0.014638466314645757,-0.0012560473518845676,-0.008484267962542398,-0.004401940862099123,-0.010217259839727648,,-0.06268073588615544,-0.04500675721345897,0.011844831184259634,-0.012043826289765297,1.0,-0.010886145385219984,-0.007045995538195453,-0.0168711869774299,-0.008831720034131744,-0.008695401072187069,-0.021382609591622255,-0.025164306188974174,-0.009985488152286923,-0.009439939860186658,0.007273590618934213,0.025057147189778375,0.6600413364693378,-0.04131661907948513,-0.01336431518889933,-0.002832199811335833,-0.006103663498008264,-0.06268073588615544,-0.031034097711756685,-0.06706195767038006,-0.055173279281804814,-0.043061720199864234,-0.021374212799713233,-0.023628776898190255,-0.023729782486708803,0.09815351391155955
imidazole,-0.03755932373111684,-0.014380302299064618,-0.019392023689176804,0.003576916886770338,-0.03736841471512635,-0.0029152947071240374,-0.007354994908186461,-0.01295704687996286,-0.015597395270294183,-0.01844991484087388,-0.017646915753429665,-0.0008175935312630155,-0.023355765130650588,-0.00330865282755165,-0.011822080028525752,-0.013345900921606871,0.00995594598202528,-0.007468844700937494,-0.002418678528750749,-0.00016727202445075383,,-0.012595568951823417,-0.014314455454341651,-0.00421802064676966,-0.00880567589808238,-0.010886145385219984,0.9999999999999999,0.002589259424162515,0.0020131208799706118,0.0013627605460250882,-0.007902857482751961,-0.009781821170532176,-0.012427478094847032,0.008974231169562114,-0.008700346869205804,0.10800798283822904,-0.01591899915234598,-0.017432199372050976,-0.013058783499000592,-0.013490308509028466,0.0035022129327735387,0.012060023886166372,-0.012595568951823417,-0.02752108247337183,-0.022011134582660963,-0.024673179682569695,-0.04487928591950691,-0.04321977036344418,-0.0019529108202739971,-0.0022681738149070373,0.0518596355440375
indole,-0.01889227973396774,-0.00801869055710176,-0.002808517856237206,-0.002195567861583724,0.022539637394702564,0.0018236679552399364,0.000573957433541308,-0.0030568584941898843,0.013996318789857824,-0.017403505327853137,-0.03453948915389196,-0.007139043179521476,-0.015395981165102792,-0.008744822364962936,0.004925707473587141,-0.013050270591899435,0.006225717142721441,-0.014715145242498291,-0.001772971883036211,-0.005872918913834526,,0.06590264567730637,-0.023612427629526877,0.6457527967385981,-0.006454853587547107,-0.007045995538195454,0.002589259424162515,1.0,-0.00338211243331254,-0.0035571562158371074,-0.007403199681206686,-0.008627432956225893,-0.00842290964824938,8.775121225820692e-05,-0.0016529111534380175,0.026914763316509382,0.0023538862769668227,-0.009793963435631832,-0.01278275413302076,-0.005857587963829004,0.001232202926083874,0.00192203829519685,0.06590264567730637,-0.004497679056199236,-0.031530302350519915,-0.03693344048909231,-0.006441585037892435,-0.007896996241744957,-0.007688155462058955,-0.007443961309123748,0.07570932140129588
quinoline,0.014273229161758565,0.027963244913719917,0.007443680162107256,-0.008798854788843576,0.002056049333814944,-0.00927398359005236,-0.008904343712398361,-0.021799052170286888,-0.01675930673899177,-0.0021382637886084768,-0.03601613256351761,-0.0039021146804080757,-0.010009866700433412,-0.019695761258275827,0.02004043346556106,0.031854485054545516,0.06776797667885107,-0.01125582758211119,-0.0026937602974663995,-0.005468680894272704,,0.09692752083742458,0.17197569689850659,-0.008822634420204133,-0.009807165294869902,-0.016871186977429897,0.0020131208799706118,-0.0033821124333125395,1.0,6.933296947471013e-05,-0.014070954771484982,-0.00228926871444887,-0.01174559560676133,-0.009348921538507058,-0.005201623729380187,0.0109226637574839,-0.01790034779418987,-0.017807601347795028,-0.007404703604722921,-0.006403628926614772,-0.011330872252630573,-0.01215061956002115,0.09692752083742458,-0.025701869209196926,-0.05903197910975919,-0.041131482952928906,-0.0159590315679229,-0.026091525279643674,-0.005037046704073754,-0.0018392269650777322,0.11042652244033498
naphthalene,-0.0018022266844224075,0.0655264196906603,-0.016506904678588702,-0.002814752226603684,0.013007803744096167,-0.010282240907195577,0.005448942094023805,0.012848643040046428,0.01054531677290958,-0.029752677329989506,-0.011209212595035559,-0.003397962787262729,-0.0032440879115914396,-0.01474058701370882,-0.012915736749699515,0.020481590064104757,0.003867378626698353,0.006311444060465861,-0.0012811085035335616,-0.00424363546487373,,0.1270501025933384,-0.017387825895376182,1.061771368215945e-05,-0.004664128009694913,-0.008831720034131744,0.0013627605460250882,-0.0035571562158371074,6.933296947471013e-05,1.0,-0.010161019249615903,0.00011540286708155805,-0.008687524691181201,-0.0032744352483553775,-0.007709444464642501,-0.019539968657893564,-0.009515803026884732,-0.004076569369419602,-0.007981748931190415,-0.004535473599290885,-0.004701024597680205,-0.00469436380637054,0.1270501025933384,-0.024168943616717967,-0.036332063918645296,-0.025299082214476264,0.015863380041369668,-0.023364600667430915,-0.003870954934045172,-0.003822458398197201,0.06428219796065791
cyclohexane,0.05010289683319948,-0.008441477127564444,0.032620836414349805,-0.0030231061771991796,-0.02609362928383897,-0.018614374326043404,-0.02774077111965457,0.06160853617200697,0.0257815058019589,-0.06439341736173261,0.03468052352024685,-0.0333121051463004,-0.06253308677023636,0.008844281471983836,-0.053335396267510285,-0.05603249596234635,-0.012888123596564365,-0.021759531563805605,-0.008916207474930247,-0.01783071512202455,,-0.1557417511055854,-0.0921849768461918,-0.01604395112409627,-0.0066507644973930555,-0.008695401072187069,-0.007902857482751961,-0.007403199681206685,-0.014070954771484982,-0.010161019249615903,1.0,0.15370893786951534,-0.030635544328830464,0.012498536384026338,0.056990536027073865,-0.07212908610532984,-0.033057909898243226,-0.026010764211676484,0.06607363980173146,0.07064247753407152,-0.027270362942144365,0.01866340405189548,-0.1557417511055854,-0.11822270043787146,0.36901953505274376,0.3333607237776871,0.07917582306639875,-0.07941065132025434,-0.0351676982873472,-0.032323900133829686,-0.24020392299569399
cyclopentane,0.03878574260499168,-0.023361411465340497,0.029823911706686416,0.018444706500100654,-0.0366487627972364,-0.0258170466758782,-0.014129740665435974,0.04391196786850909,0.026467594080034452,-0.04817900000937552,0.04708968876688111,-0.01628619671052511,-0.03665086804805527,-0.016541767309016537,-0.03492048480263038,-0.04529336314886176,-0.011812405787415855,-0.017060427028488104,-0.005704142257194268,-0.010384160649379267,,-0.08417547131048128,-0.040016693100435534,-0.014900172013285213,-0.00856303429415166,-0.021382609591622255,-0.009781821170532176,-0.008627432956225894,-0.0022892687144488704,0.00011540286708155806,0.15370893786951534,1.0,0.027806537376219208,0.04238812250838899,-0.027172051253981984,-0.08492129758299555,-0.020490260639761025,-0.032560314229333975,0.04382434818866339,-0.016826459764358783,-0.024597338356854136,0.049317005702910005,-0.08417547131048128,-0.0981761875874582,0.14500302420900946,0.32222907092908526,0.06529023966074046,-0.03977833669388526,-0.017707627212347362,-0.0133517814361182,-0.15619692130461052
cyclopropane,-0.018739320854665096,-0.04031996886264803,1.9271237400659334e-05,-0.011275996478166848,-0.05502043424455297,-0.03780756827615695,-0.015897204783641705,-0.014398853678929346,-0.009423177644028346,0.01960183832949683,0.05726224009947817,-0.020764341394781716,-0.029950868269718614,-0.028482749265455586,-0.022845099977667163,-0.050006589158558955,-0.0043300646776884165,-0.0165846590386669,-0.006185741527507604,-0.014432876825209585,,-0.12818138321080758,-0.0401747680433843,-0.015617854949361248,-0.013509120250349244,-0.025164306188974177,-0.012427478094847033,-0.00842290964824938,-0.01174559560676133,-0.008687524691181201,-0.030635544328830464,0.027806537376219204,1.0,0.01234472134081604,0.050396216510718475,-0.07029203805345527,-0.009995974329196047,-0.034140073683196916,0.20945135719234506,0.06490148199848284,0.04902573255964266,0.020526767289804102,-0.12818138321080758,-0.06979525669318963,0.11453941886642233,0.21419392239247173,-0.030341846201662682,-0.031000121907477977,-0.021767499982758176,-0.020184331321441314,-0.18222586027871354
double_bond,0.02373818751911022,-0.01770331571661215,0.03202571198328777,-0.0015136930664502674,-0.032144704216127015,0.015120782135764196,-0.0028780649192534703,-0.03060323562088668,-0.09385920716474876,-0.10574246797008807,-0.1304524243767783,-0.01793863077393712,0.00949563493128078,-0.02236047960261449,-0.01661864107960383,-0.028035507186391362,-0.004335030520100757,0.04775692010152366,-0.0029704124720367976,-0.004606416161574165,,-0.05808162665310798,-0.020674286215995086,-0.007332564264597157,5.499305066960452e-05,-0.009985488152286923,0.008974231169562114,8.775121225820692e-05,-0.00934892153850706,-0.0032744352483553775,0.012498536384026338,0.04238812250838899,0.012344721340816042,1.0,-0.03783084888944791,-0.011645063023142823,0.03592214579877332,-0.010029725890808175,-0.056128924383003,-0.028273241547633526,0.7289411345962185,0.9489119310121785,-0.05808162665310798,-0.0781540487711734,0.026482796626292156,0.2652056669935981,-0.0686267763820574,-0.10044962067140627,-0.012435696359645263,-0.019198212747308232,-0.0766325173399854
triple_bond,-0.023283592789128903,-0.012351979251885671,-0.01597875364864306,-0.0053763222691755475,-0.04588575940721345,-0.027705178467377196,0.00293363859033508,-0.010590881370480854,-0.01679643026750173,-0.0008351560992243275,-0.0059409625792776295,-0.013876921223911487,-0.05218242864590395,-0.013289271496363992,-0.02861053401298627,-0.029948589390229607,-0.00383893724920092,-0.0218274546347518,-0.005288837827730912,-0.01568800709400748,,-0.07724009426285623,-0.0179201392573164,-0.011179033331509412,-0.002545616965284521,-0.009439939860186658,-0.008700346869205804,-0.0016529111534380172,-0.005201623729380187,-0.007709444464642501,0.05699053602707387,-0.027172051253981987,0.050396216510718475,-0.037830848889447904,1.0,-0.08049321568825908,-0.029748579251968884,-0.014655028258986841,0.07406696368162756,0.773733464078965,-0.025476968449452055,-0.03684267315562212,-0.07724009426285623,-0.03413711002613272,0.017709245507802184,0.0812722978417531,-0.03820632678296172,-0.07055276676668565,-0.013924916906808213,-0.015646888885281415,-0.1301927437055245
aromatic_N,-0.12454215232004985,-0.029796735727885493,-0.049564493410291656,-0.05296429500910354,-0.12000013709822344,-0.02652893264667156,-0.0044296279561582335,0.05739949704366487,-0.10428596576508957,-0.2616475272383488,-0.3394711058327075,-0.06832210868634811,-0.06966923756726211,0.005340485205449271,-0.004510111975802092,0.03210778563377922,0.020053612532354995,-0.044026916956618756,-0.012368672877578028,0.012620974096731994,,-0.22464152365059625,0.17032689651246163,0.04392705299762084,-0.0024989314765888337,0.007273590618934213,0.10800798283822904,0.026914763316509382,0.0109226637574839,-0.019539968657893567,-0.07212908610532982,-0.08492129758299556,-0.07029203805345526,-0.011645063023142822,-0.08049321568825908,0.9999999999999999,0.20846113748069614,0.08255631327453176,-0.1346008066538404,-0.07515012441760535,-0.03570077824658671,-0.02582232578594283,-0.22464152365059625,0.01510436847812935,-0.23008620674076713,-0.2118845269046262,-0.15032743057020337,-0.3997865760732518,-0.06830011030195947,-0.0637204071507078,0.5394009571446094
aromatic_O,-0.08097288268829116,-0.007940571209223323,-0.046574717840576416,-0.03094404523939238,-0.050143431104425304,-0.01212186701785488,0.014647846124371488,0.04670985125333471,-0.05012341042189321,-0.1404266657330681,-0.15665419151988522,-0.027133672966602535,-0.01819495845956452,-0.015712517503396528,0.014043129884272849,0.0317457787150209,-0.016308680061070908,-0.0009516195863633392,-0.002040235831501672,0.004508840894737197,,0.0199991576168307,-0.04607623877799502,0.011021837021257579,0.32721582825918893,0.025057147189778375,-0.01591899915234598,0.0023538862769668227,-0.01790034779418987,-0.009515803026884734,-0.033057909898243226,-0.02049026063976102,-0.009995974329196047,0.03592214579877332,-0.02974857925196888,0.20846113748069614,1.0,0.014580271832186546,-0.0798105178152654,-0.017257915478595336,0.004125300997296738,0.020155226602911108,0.0199991576168307,-0.011888403914316066,-0.12874400532699382,-0.08792123721805878,-0.07683642232027525,-0.18720908631469121,-0.028383872389132873,-0.027705378566681666,0.26246456668278106
aromatic_S,-0.06735537637028313,-0.02565804053419298,-0.024191805429571823,0.02818231024329043,-0.06913899021752122,0.017784035112115286,-0.014950695661125378,-0.030916022273371677,-0.005768570061460042,-0.05717375546202769,-0.0043808673409102775,-0.029564718446480114,-0.03385468126635534,-0.03969593144413315,0.031104355864586496,-0.0005239589858288626,-0.0055502163750508985,-0.016827431139428955,-0.006648826164935026,0.023278904147413217,,-0.059066446503506516,-0.06149967414588102,-0.003328570982241735,-0.010870827743917354,0.6600413364693378,-0.01743219937205098,-0.009793963435631832,-0.017807601347795028,-0.004076569369419602,-0.02601076421167648,-0.03256031422933398,-0.03414007368319692,-0.010029725890808174,-0.014655028258986841,0.08255631327453176,0.014580271832186548,1.0,-0.06251093921327701,-0.020431006533573322,-0.009377835180535879,-0.008558505199184257,-0.059066446503506516,-0.02659886470221493,-0.11127508715788849,-0.10199399383724835,-0.06602537648655586,-0.060895127685847546,-0.028452442643633075,-0.028974907780956627,0.16081551240970948
quaternary_carbon,0.04654961895904305,-0.04476983867938669,-0.04600363191807512,0.02945378969725601,0.00719669218942784,-0.011862542514483683,-0.006157044562482258,-0.021430083984518233,0.0035224173989772444,0.016027465035330764,0.03244715605459205,-0.002767298047353368,0.030434727832881935,0.0045519504808553156,-0.06840145797338551,-0.05682554715224744,-0.005555298561174795,-0.022566054956822686,-0.006282107605399156,-0.01813055572314194,,-0.1883096687626179,-0.09592697044254009,-0.02393734633731471,-0.008259001495566479,-0.04131661907948514,-0.013058783499000592,-0.012782754133020758,-0.007404703604722921,-0.007981748931190417,0.06607363980173146,0.04382434818866339,0.20945135719234506,-0.056128924383003,0.07406696368162756,-0.1346008066538404,-0.0798105178152654,-0.06251093921327701,1.0,0.10064502003469923,-0.030231106133993213,-0.052065562703240774,-0.1883096687626179,0.10127291299956707,0.2708190464970105,-0.08917179681319691,0.022488972911373434,-0.003119348608268005,-0.0029855096437505888,-0.007321452832809956,-0.31729366907704476
terminal_alkyne,-0.04513227779458329,-0.016680169598466594,-0.026541907325329364,-0.021101861472500816,-0.042853358998512406,-0.031904166452921205,-0.0012735966983391717,-0.01977606910855896,-0.00918551558056562,0.03961211662011872,0.050503378810601414,-0.011709393357536372,-0.037686871638169424,-0.026749722518487028,-0.02008006520865677,-0.02408931224492411,-0.009783329895922547,-0.019060738602956113,-0.0041071970239942015,-0.013604973274450632,,-0.07241631412676743,-0.015540381873735052,-0.010261956358146005,-0.006419141867291713,-0.01336431518889933,-0.013490308509028466,-0.005857587963829004,-0.006403628926614772,-0.004535473599290885,0.07064247753407152,-0.016826459764358783,0.06490148199848284,-0.02827324154763353,0.7737334640789649,-0.07515012441760535,-0.017257915478595332,-0.020431006533573322,0.10064502003469922,1.0,-0.020888285830334617,-0.027580283864096677,-0.07241631412676743,-0.04066743651529721,0.04061406274518026,0.12903806524068054,-0.053328270634053015,-0.028974443953854154,-0.011970357425183934,-0.01297572707774134,-0.1222192973063831
allyl,0.012441924702633077,-0.01862047688073904,0.0328862737652631,-0.008127599532226071,-0.041723798755799506,-0.009627831851535457,-0.005422534760025216,-0.01742216274257926,-0.06275361752596399,-0.06521352254025477,-0.0834128522987806,-0.014619470711536173,-0.009393706678898434,-0.005597155749148315,-0.032188563585060274,-0.03050526948600992,-0.005367946957616632,-0.02254154088388219,-0.002449557112357413,-0.003565222421931463,,-0.06670439020167888,0.0017262028505698598,-0.005265934862644171,-0.008026407362311031,-0.0028321998113358332,0.0035022129327735383,0.001232202926083874,-0.011330872252630573,-0.004701024597680205,-0.027270362942144362,-0.02459733835685414,0.04902573255964266,0.7289411345962183,-0.025476968449452058,-0.03570077824658671,0.004125300997296738,-0.009377835180535877,-0.030231106133993216,-0.020888285830334617,1.0,0.6870804472045065,-0.06670439020167888,-0.0646029627839809,0.07424637074726126,0.17051539608465063,-0.04677047379197951,-0.09572743841650282,-0.008894550854154719,-0.015464111611079995,-0.08868095508389015
vinyl,0.024350674848702507,-0.014140874931397054,0.023146111430104574,-0.009851322974087858,-0.031354567513945455,0.013575251360481867,-0.0027180816272400587,-0.030544524569190372,-0.08742253904276191,-0.0964152531617028,-0.115341098691179,-0.015402895982488762,0.015834356294084778,-0.03167206012011355,-0.023346069252731777,-0.033799790433482135,-0.0026403926735338876,0.047833256657216085,-0.002507612377330919,-0.004322238694433676,,-0.05991885991979241,-0.01585653747723593,-0.004999476072092974,0.002456144380996919,-0.0061036634980082645,0.01206002388616637,0.00192203829519685,-0.01215061956002115,-0.00469436380637054,0.01866340405189548,0.049317005702910005,0.0205267672898041,0.9489119310121785,-0.03684267315562211,-0.02582232578594283,0.020155226602911108,-0.008558505199184257,-0.05206556270324077,-0.027580283864096677,0.6870804472045063,1.0,-0.05991885991979241,-0.08538618542035434,0.03168606266522335,0.2905120596500937,-0.06320181152364115,-0.09766393328511112,-0.009379543817794992,-0.01675586201633507,-0.08322623889571598
phenyl,0.00447794107386086,0.10382874668409924,0.020311074021126137,-0.061529304765728564,0.043627898171369986,0.06567917315170463,0.049065806709709434,2.539117106183501e-05,-0.014931926780848558,-0.06857803155770634,0.03110236027515717,0.10969033989020159,0.07951127154813727,0.06980348153958353,0.12968113421696942,0.11678604654954214,0.01756478653582068,0.04886709173546384,-0.013400618589356263,0.002694082622221669,,1.0,-0.2547243794221543,0.008403019938814036,-0.01718078642798526,-0.06268073588615546,-0.012595568951823418,0.06590264567730639,0.09692752083742458,0.12705010259333843,-0.1557417511055854,-0.0841754713104813,-0.12818138321080758,-0.05808162665310798,-0.07724009426285623,-0.22464152365059628,0.0199991576168307,-0.059066446503506516,-0.18830966876261787,-0.07241631412676743,-0.06670439020167888,-0.059918859919792414,1.0,-0.009421274241321123,-0.31023763764637935,-0.2436387190843927,-0.001472399265194108,0.027507932393577305,0.10240385659372409,0.09339458823330933,0.5623363623607226
methyl,-0.08773137409281626,-0.05299673613801982,-0.02531745770642864,0.23678828530714688,0.03655671752697746,0.01801484508020842,-0.019126149239402927,-0.03815388708756244,0.019248898948759502,0.07474100247918299,0.025770618097743836,-0.05099821899247877,-0.0020795788102594796,-0.12114369192375211,-0.10815392538417937,-0.07918686164235801,-0.025448724212237064,-0.022977893084284225,-0.0103396651129264,-0.027971634893155985,,-0.009421274241321123,-0.11078282797215643,-0.0031283772890876114,-0.012835529683591402,-0.031034097711756678,-0.02752108247337183,-0.004497679056199236,-0.025701869209196926,-0.024168943616717967,-0.11822270043787146,-0.0981761875874582,-0.06979525669318963,-0.0781540487711734,-0.03413711002613272,0.015104368478129349,-0.011888403914316066,-0.02659886470221493,0.10127291299956706,-0.04066743651529721,-0.06460296278398088,-0.08538618542035432,-0.009421274241321123,1.0,-0.17963950832373296,-0.08552395899236957,-0.0658585822259832,0.17681677458254352,-0.051158779171088596,-0.05239452140959058,-0.03668923530482652
methylene,-0.019011503369081768,-0.05331357584606539,-0.1316453680541103,0.02948799688509575,0.10420184368906375,-0.10549132015476034,-0.06419092444901466,-0.05440673867559792,0.07306655962099737,0.3851284561166817,0.20140678878364934,-0.05287180920956754,-0.15728039488764792,-0.1416476582856289,-0.15549400768547755,-0.17388129562646612,-0.03903579035539378,-0.02249483823727666,-0.01010102134686451,-0.03270101791949238,,-0.31023763764637935,-0.20793492927408305,-0.05336126947065658,-0.0331721938246193,-0.06706195767038006,-0.022011134582660963,-0.031530302350519915,-0.059031979109759186,-0.036332063918645296,0.36901953505274376,0.14500302420900946,0.11453941886642233,0.026482796626292153,0.017709245507802184,-0.23008620674076713,-0.12874400532699382,-0.11127508715788849,0.2708190464970105,0.04061406274518026,0.07424637074726126,0.03168606266522335,-0.31023763764637935,-0.17963950832373293,1.0,0.36290139792943277,0.0015471836872457245,0.172720375240643,-0.058069658322521846,-0.056319221356378284,-0.5520074012843873
methine,0.09864065041650547,-0.08878330146205274,0.06012520922607209,0.006883415397083199,0.0006349149997946838,-0.09446539817434828,0.029216245807761936,-0.008002857523501784,0.08626949815780195,0.13005619068202195,0.14627598413910214,-0.031490322046836626,-0.19790067376755954,-0.07758105549754606,-0.13167993518880858,-0.12738182173059287,-0.03611629674669069,-0.04792566218834849,-0.012947515965728733,-0.013614240978234599,,-0.24363871908439266,-0.20309227595838567,-0.05365901243327949,-0.02808490540566818,-0.05517327928180481,-0.024673179682569695,-0.03693344048909231,-0.04113148295292891,-0.02529908221447626,0.3333607237776871,0.3222290709290853,0.21419392239247176,0.2652056669935981,0.0812722978417531,-0.2118845269046262,-0.08792123721805876,-0.10199399383724833,-0.08917179681319691,0.12903806524068054,0.17051539608465063,0.2905120596500937,-0.24363871908439266,-0.08552395899236957,0.36290139792943277,0.9999999999999999,0.11677975163620136,0.015071542154293545,-0.033840866114411734,-0.0336616654358844,-0.4614933783811124
hbond_donor,0.55056117227757,0.16221062431374855,0.32665483229461634,-0.0827763421252083,0.03991994011737132,-0.08007966515379177,-0.039833856507623645,0.2700567614625663,0.5873454930544185,-0.2592856884519665,0.1124580785701197,0.006803767148903553,-0.21496889378720582,-0.1438235125547834,-0.06299291060911641,-0.11938863841475561,-0.001663077561226073,-0.01636937278197847,-0.01226283672960346,0.07210833390706207,,-0.0014723992651941079,-0.014237153996868538,-0.021215388816290925,-0.0004917411536519133,-0.043061720199864234,-0.04487928591950691,-0.006441585037892436,-0.0159590315679229,0.015863380041369668,0.07917582306639877,0.06529023966074046,-0.03034184620166268,-0.0686267763820574,-0.03820632678296172,-0.15032743057020337,-0.07683642232027527,-0.06602537648655586,0.022488972911373434,-0.05332827063405302,-0.0467704737919795,-0.06320181152364115,-0.0014723992651941079,-0.0658585822259832,0.0015471836872457242,0.11677975163620137,1.0,-0.140550826421739,-0.005915436974362454,-0.0018205040676484599,-0.13603134548877782
hbond_acceptor,0.05015783735303988,-0.05079464769499754,0.19830843008320392,0.34697587342775527,0.23827274659458886,0.04914538594941151,0.045848683636694455,-0.16499284250954036,-0.16621625693443176,0.5003575511205194,0.32321514575604243,0.09208269246317662,0.23543360854912976,-0.08653325706866909,-0.04330247803044509,-0.14339758878316056,-0.037542737668420464,0.25808017731994637,0.009773117674112992,-0.0033367825342619215,,0.0275079323935773,-0.10106435616366424,-0.022151590195573695,-0.02028125341113103,-0.021374212799713233,-0.04321977036344418,-0.007896996241744959,-0.026091525279643674,-0.023364600667430912,-0.07941065132025434,-0.039778336693885266,-0.031000121907477973,-0.10044962067140627,-0.07055276676668565,-0.39978657607325185,-0.18720908631469124,-0.060895127685847546,-0.0031193486082680046,-0.028974443953854158,-0.09572743841650283,-0.09766393328511112,0.0275079323935773,0.17681677458254352,0.172720375240643,0.015071542154293545,-0.140550826421739,1.0,0.09030463379624955,0.08907263107798855,-0.280369091010878
